id,created_at,user_id,c12_3_1,c12_3_2,c12_3_3,c12_3_4,c12_3_5,c12_3_6,dev_level
1,2025-02-18T12:31:36.453+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,False,False,True,4
2,2025-02-18T13:43:50.145+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,False,True,True,4
3,2025-02-18T14:00:17.878+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,False,True,False,3
4,2025-02-18T15:21:20.125+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,False,False,False,False,1
5,2025-02-19T16:50:03.79+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,False,True,False,False,3
6,2025-02-19T16:50:43.436+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,False,False,False,False,1
7,2025-02-21T13:58:07.094+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,False,True,False,False,2
8,2025-02-21T14:41:48.796+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,False,True,True,False,2
9,2025-02-24T19:11:51.046+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,True,True,True,4
10,2025-02-24T19:12:20.353+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,False,True,False,False,1
